Date;High price;Low price;Closing price;Turnover
2010-08-18;1060.28;1050.84;1057.2;7946101513
2010-08-19;1061.63;1039.9;1040.42;10116417012
2010-08-20;1044.26;1018.35;1020.63;9716927040
2010-08-23;1029.93;1014.26;1021.78;10225217741
2010-08-24;1016.06;994.63;1005.34;10990387955
2010-08-25;1011.84;982.52;995.68;11340310078
2010-08-26;1009.56;1000.26;1006.16;8874023922
2010-08-27;1018.97;998.75;1018.89;9492956441
2010-08-30;1025.84;1000.87;1008.52;7310208240
2010-08-31;1011.7;993.46;1011.7;10985171763
2010-09-01;1050.65;1009.74;1049.26;13414393576
2010-09-02;1048.34;1039.82;1043.09;8909648457
2010-09-03;1057.71;1041.69;1047.99;10049329741
2010-09-06;1054.06;1048.17;1052.53;4988762148
2010-09-07;1050.78;1042.43;1048.65;10267494904
2010-09-08;1060.15;1040.07;1059.6;9514122121
2010-09-09;1068.35;1054.55;1067.05;9823939715
2010-09-10;1072.34;1062.38;1068.89;9006581416
2010-09-13;1081.87;1071.18;1080.72;8787887362
2010-09-14;1084.61;1074.48;1082.49;10156166144
2010-09-15;1086.99;1074.32;1080.22;10684770547
2010-09-16;1084.17;1074.57;1078.19;10614428160
2010-09-17;1089.68;1076.87;1081.98;17045912470
2010-09-20;1092.49;1080.05;1092.49;11485422288
2010-09-21;1099.87;1091.1;1093.41;11393513563
2010-09-22;1097.11;1078.69;1085.11;9973376387
2010-09-23;1090.66;1066.86;1074.07;10798523917
2010-09-24;1095.73;1071.17;1095.59;10555414289
2010-09-27;1099.32;1085.91;1086.24;8456807958
2010-09-28;1094.67;1077.93;1090.77;10905178552
2010-09-29;1092.74;1079.23;1085.09;14258012393
2010-09-30;1100.73;1079.88;1087.71;13998528874
2010-10-01;1092.14;1077.83;1082.37;10850336037
2010-10-04;1083.93;1068;1068.74;8606207525
2010-10-05;1093.87;1061.98;1089.31;10939872082
2010-10-06;1096.88;1087.09;1089.08;12111386934
2010-10-07;1091.95;1081.36;1085.78;16217968815
2010-10-08;1087.4;1078.35;1085.51;9972081882
2010-10-11;1094.12;1085.94;1092.34;8936712773
2010-10-12;1091.07;1077.14;1089.89;9240199189
2010-10-13;1108.52;1091.34;1104.08;10974419320
2010-10-14;1109.31;1096.2;1098.43;10403212286
2010-10-15;1101.51;1089.81;1094.52;9721042903
2010-10-18;1100.27;1087.15;1097.3;8208393183
2010-10-19;1110.17;1095.12;1095.46;15706525719
2010-10-20;1098.9;1089.82;1098.88;11731008040
2010-10-21;1118.35;1096.94;1116.63;16421829716
2010-10-22;1119.19;1109.95;1109.96;13589410135
2010-10-25;1117.65;1107.61;1110.38;9066197920
2010-10-26;1110.44;1100.61;1106.48;9693691431
2010-10-27;1112.41;1102.09;1103.86;11890750932
2010-10-28;1106.11;1088.83;1091.65;12700177872
2010-10-29;1090.37;1079.6;1089.32;11509679485
2010-11-01;1095.55;1083.59;1091.69;9338947596
2010-11-02;1097.97;1088.44;1096.59;9500562381
2010-11-03;1102.7;1087.92;1089.47;8578571739
2010-11-04;1114.97;1098.63;1109.37;13945267267
2010-11-05;1111.64;1094.01;1098.69;5807442892
2010-11-08;1107.8;1099.35;1105.31;8640458187
2010-11-09;1116.1;1102.7;1113.42;9324063393
2010-11-10;1112.42;1101.73;1106.34;8634290450
2010-11-11;1109.74;1097.66;1103.12;7437867918
2010-11-12;1100.09;1086.03;1094.55;9926112742
2010-11-15;1104.73;1088.87;1104.04;8347131040
2010-11-16;1097.98;1079.67;1083.92;10316068996
2010-11-17;1089.34;1078.27;1086.53;10048593872
2010-11-18;1106.81;1090.57;1106.32;9295738847
2010-11-19;1110.55;1101.36;1110.55;9213044274
2010-11-22;1119.07;1103.11;1106.55;11457219380
2010-11-23;1103.53;1087.42;1088.81;10895755175
2010-11-24;1102.15;1083.16;1100;10207654314
2010-11-25;1112.17;1100.44;1111.16;7137009206
2010-11-26;1114.41;1100.76;1110.11;8968382081
2010-11-29;1121.38;1100.75;1104.35;11347966153
2010-11-30;1110.12;1096.73;1107.05;15195681861
2010-12-01;1134.35;1111.77;1134.27;14782197531
2010-12-02;1145.51;1129.72;1145.51;12809789552
2010-12-03;1149.8;1135.13;1149.56;11270521057
2010-12-06;1149.93;1141.07;1144.44;8146025288
2010-12-07;1157.22;1144.62;1148.98;13155500607
2010-12-08;1150.22;1142.84;1145.63;13234037795
2010-12-09;1151.3;1131.12;1133.52;13397175815
2010-12-10;1139.16;1133.68;1139.16;9272822315
2010-12-13;1150.39;1141.24;1146.15;9414801216
2010-12-14;1155.84;1143.81;1155.84;10580933444
2010-12-15;1159.1;1148.38;1156.4;10929713573
2010-12-16;1157.91;1149.9;1153.85;11901873181
2010-12-17;1156.72;1148.37;1153.13;13629497883
2010-12-20;1160.39;1149.13;1154.19;11423232998
2010-12-21;1166.49;1158.23;1166;9212576935
2010-12-22;1169.46;1161.33;1163.27;7699265817
2010-12-23;1162.23;1156.27;1160.55;5103509882
2010-12-27;1161.6;1154.81;1160.28;3410495988
2010-12-28;1163.42;1158.05;1159.8;3376579406
2010-12-29;1165.9;1160.68;1165.11;5178903948
2010-12-30;1165.59;1155.57;1155.57;6367571055
2011-01-03;1177;1161.12;1176.85;6359641034
2011-01-04;1181.56;1165.78;1165.88;10622989070
2011-01-05;1167.09;1149.21;1151.8;6396169303
2011-01-07;1164.96;1152.03;1159.45;13008741843
2011-01-10;1160.42;1149.38;1152.61;9667467773
2011-01-11;1175.03;1154.88;1174.36;11139517103
2011-01-12;1178.06;1172.77;1174.1;10120240046
2011-01-13;1179.84;1171.08;1174.43;12705244160
2011-01-14;1174.47;1163.05;1173.28;9513039321
2011-01-17;1176.18;1163.55;1169.53;6794175168
2011-01-18;1180.59;1172.48;1179.29;10403620399
2011-01-19;1182.56;1153.6;1155.64;14438425053
2011-01-20;1157.32;1136.42;1136.42;15764901314
2011-01-21;1156.69;1138.42;1150.84;13352691170
2011-01-24;1158.59;1138.41;1148.74;12109156384
2011-01-25;1156.49;1148.66;1152.69;13675257317
2011-01-26;1176.29;1156.31;1173.85;12452334051
2011-01-27;1173.28;1165.21;1165.71;17762475989
2011-01-28;1168.13;1151.8;1151.8;11648868226
2011-01-31;1150.29;1139.65;1147.22;10149602676
2011-02-01;1156.2;1141.77;1146.79;14649219402
2011-02-02;1153.66;1120.68;1130.42;24128809198
2011-02-03;1144.25;1126.59;1138.72;16364407556
2011-02-04;1146.26;1133.38;1139.31;25899955274
2011-02-07;1148.66;1136.7;1140.5;10823883642
2011-02-08;1144.7;1127.63;1132.83;17344747738
2011-02-09;1137.51;1130.63;1134.83;11671115787
2011-02-10;1135.03;1122.32;1127;11018036143
2011-02-11;1140.41;1117.9;1139.97;12910756748
2011-02-14;1146.08;1134.05;1134.05;12558048483
2011-02-15;1137.58;1119.53;1125.85;11736040585
2011-02-16;1133.32;1125.6;1128;9656641028
2011-02-17;1131.26;1103.98;1110.69;15419396474
2011-02-18;1119.04;1105.75;1117.23;10520007932
2011-02-21;1124.73;1108.95;1113.98;9671097400
2011-02-22;1115.97;1100.76;1112.35;10366490673
2011-02-23;1109;1090.16;1098.07;13236154385
2011-02-24;1108.91;1085.06;1102.3;12288316630
2011-02-25;1118.97;1101.48;1116.79;9368527912
2011-02-28;1131.85;1111.96;1128.66;12647668091
2011-03-01;1134.51;1119.16;1119.16;10577673453
2011-03-02;1112.66;1103.02;1103.61;11770878347
2011-03-03;1115.51;1105.67;1110.8;11835928499
2011-03-04;1125.07;1111.19;1112.38;12576737260
2011-03-07;1127.54;1105.5;1117.98;11362936722
2011-03-08;1128.47;1119.08;1122.89;10167954361
2011-03-09;1136.24;1123.62;1126.58;10997774761
2011-03-10;1130.16;1116.04;1118.99;11446540233
2011-03-11;1113.37;1101.44;1102.22;11175851901
2011-03-14;1101.87;1089.27;1091.56;10370156641
2011-03-15;1073.57;1045.58;1064.6;22379909190
2011-03-16;1079.71;1055.45;1055.45;18591123905
2011-03-17;1078.18;1061.02;1075.33;12278370098
2011-03-18;1093.86;1081.2;1091.37;16674222012
2011-03-21;1107.45;1100.06;1106.92;12555605688
2011-03-22;1110.89;1098.18;1105.94;10674611497
2011-03-23;1114.72;1101.47;1113.27;11083744950
2011-03-24;1127.08;1108.54;1127.08;10069287994
2011-03-25;1129.84;1120.51;1127.1;9811277008
2011-03-28;1132.42;1122.25;1132.27;8856409708
2011-03-29;1131.22;1123.54;1130.71;8590408550
2011-03-30;1140.86;1136.08;1138.06;10860637774
2011-03-31;1138.75;1131.9;1134.87;11764467959
2011-04-01;1146.7;1133.63;1145.6;10790465494
2011-04-04;1152.73;1141.92;1151.27;7853079933
2011-04-05;1151.63;1144.56;1149.13;10712025117
2011-04-06;1157.61;1145.41;1156.52;11117204168
2011-04-07;1154.65;1144.27;1145.56;11711738256
2011-04-08;1152.99;1145.2;1151.37;8959742564
2011-04-11;1152.54;1145.98;1148.69;8537065328
2011-04-12;1143.94;1128.9;1131.72;13345158127
2011-04-13;1141.42;1134.47;1137.87;10926890037
2011-04-14;1135.39;1122.9;1129.88;9855639231
2011-04-15;1131.12;1121.44;1123.81;8940253206
2011-04-18;1125.38;1105.01;1106.79;12861340510
2011-04-19;1124.75;1109.5;1116.84;12747700133
2011-04-20;1141.59;1125.25;1140.58;12527240927
2011-04-21;1144.62;1137.6;1141.13;4763929704
2011-04-26;1153.91;1139.04;1153.46;10877450756
2011-04-27;1162.4;1149.25;1154.47;17776366478
2011-04-28;1161.46;1148.43;1161.46;15754856213
2011-04-29;1163.06;1154.66;1162.84;11511711074
2011-05-02;1167.1;1158.84;1163.46;9091880448
2011-05-03;1162;1146.72;1153.87;14377362606
2011-05-04;1160.91;1146.44;1148.64;17536028560
2011-05-05;1153.06;1139.89;1148.83;13064487022
2011-05-06;1159.33;1140.38;1157.83;13413227512
2011-05-09;1160.96;1150.19;1157.13;11643261094
2011-05-10;1167.72;1158.46;1167.53;10426337362
2011-05-11;1175.08;1167.15;1173.79;10711799178
2011-05-12;1169.09;1161.23;1166.53;12102670668
2011-05-13;1171.84;1164.42;1166.54;9617254205
2011-05-16;1173.48;1158.83;1173.48;10326812788
2011-05-17;1171.46;1157.68;1157.68;14042331269
2011-05-18;1165.43;1157;1158.06;9592505822
2011-05-19;1168.95;1160.04;1166.15;10135721874
2011-05-20;1173.12;1163.76;1167.07;12211408598
2011-05-23;1154.68;1137.69;1137.69;11798206040
2011-05-24;1146.16;1134.97;1134.97;12241771596
2011-05-25;1152.48;1126.05;1151.92;14685787425
2011-05-26;1157.52;1139.92;1140.4;10563221405
2011-05-27;1152.52;1141.95;1149.12;10345375823
2011-05-30;1155.31;1143.79;1146.41;4057497657
2011-05-31;1158.4;1148.96;1151.36;14342744354
2011-06-01;1161.49;1151.48;1159.47;6512512028
2011-06-03;1146.99;1129.34;1133.67;13103558659
2011-06-07;1137.74;1126.65;1128.86;10238261523
2011-06-08;1127.5;1102.96;1102.96;14765097912
2011-06-09;1117.19;1098.19;1112.24;13816491800
2011-06-10;1113.58;1091.51;1095.69;11462693416
2011-06-13;1098.38;1086.97;1089.92;8758118655
2011-06-14;1111.53;1097.88;1106.49;11621201077
2011-06-15;1104.81;1087.18;1089.38;11250346117
2011-06-16;1081.74;1064.67;1078.5;16995289277
2011-06-17;1093.77;1067.84;1083.44;13521086711
2011-06-20;1071.16;1066.79;1067.3;10346177007
2011-06-21;1092.32;1070.92;1092.07;10296299981
2011-06-22;1095.27;1072.78;1073.15;13138448116
2011-06-23;1069.82;1053.05;1055.24;12303130568
2011-06-27;1069.33;1048.47;1068.89;11652658103
2011-06-28;1082.91;1068.31;1072.36;11452108878
2011-06-29;1103.68;1077.89;1100.03;13095917989
2011-06-30;1118.65;1102.04;1115.23;12099877153
2011-07-01;1119.9;1104.13;1118.05;10408685865
2011-07-04;1127.53;1117.5;1125.91;6710359317
2011-07-05;1128.49;1120.71;1127.26;7451842078
2011-07-06;1127.77;1115.16;1118.86;8903755546
2011-07-07;1137.01;1120.21;1135.15;8926444767
2011-07-08;1142.11;1119.36;1120.58;10523284053
2011-07-11;1116.84;1101.22;1103.39;8916612403
2011-07-12;1099.42;1075.48;1099.19;14322129676
2011-07-13;1109.11;1094.92;1108.13;9171104347
2011-07-14;1103.29;1085.88;1091.62;10207583293
2011-07-15;1086.85;1077.11;1079.64;10859164174
2011-07-18;1081.83;1052.74;1056.12;13089308831
2011-07-19;1078.18;1052.07;1076.71;13850396674
2011-07-20;1094.41;1084.51;1093.59;13453140663
2011-07-21;1094.82;1067.54;1088.16;17935136990
2011-07-22;1100.51;1082.63;1091;11969418638
2011-07-25;1092.13;1080.2;1086.38;7412008964
2011-07-26;1089.79;1070.58;1078.13;7964620902
2011-07-27;1083.08;1066.71;1070.5;8340097168
2011-07-28;1073.35;1059.43;1068.79;8693093902
2011-07-29;1071.25;1053.31;1065.97;9573781278
2011-08-01;1087.18;1035.92;1039.05;12076698711
2011-08-02;1035.56;1011.29;1012.7;14801438936
2011-08-03;1008.23;979.39;981.51;16886983533
2011-08-04;996.43;939.63;939.63;20209699373
2011-08-05;966.33;901.01;947.78;25384439584
2011-08-08;954.12;901.95;902.07;22133333621
2011-08-09;930.03;860.41;930.03;26665290293
2011-08-10;952.37;893.3;904.58;21987781165
2011-08-11;937.72;892.9;937.7;19210510542
2011-08-12;960.33;919.14;957.59;14969283560
2011-08-15;969.37;949.12;967.58;9989147590
2011-08-16;963.81;936.05;957.37;13232651512
2011-08-17;965.16;939.85;957.53;11317857382
2011-08-18;947.33;890.93;893.08;21345859006
2011-08-19;893.91;851.14;877.43;19621578491
2011-08-22;904.81;867.74;887.85;11881317855
2011-08-23;911.95;891.57;905.67;12770568382
2011-08-24;934.37;899.34;916.26;13810013513
2011-08-25;930.85;902.16;903.21;13568075120
2011-08-26;907.47;884;904.32;10631514716
2011-08-29;928.48;907.91;927.37;6493706646
2011-08-30;938.28;921.2;930.13;9613440583
2011-08-31;963.09;930.74;954.63;14094860357
2011-09-01;966.08;942.85;961.55;12502995027
2011-09-02;951.38;927.1;932.1;13459621786
2011-09-05;915.38;886.54;887.41;10038150666
2011-09-06;899.58;875.12;887.27;14382347182
2011-09-07;918.02;899.75;918.02;10926501853
2011-09-08;925.27;904.66;918.82;10082799566
2011-09-09;917.29;883.09;884.6;10042078474
2011-09-12;875.84;859.69;862.58;11515135101
2011-09-13;884.33;853.48;878.4;13505568329
2011-09-14;895.28;867.74;890.68;13319777118
2011-09-15;926.32;899.01;924.62;13696834216
2011-09-16;939.14;924.11;927.15;12768105716
2011-09-19;914.41;895.01;895.42;8952206155
2011-09-20;918.76;888.41;918.76;11474801097
2011-09-21;919;905.72;906.4;8159059458
2011-09-22;887.88;862.17;862.17;11988223117
2011-09-23;873.66;833.03;862.35;11976108723
2011-09-26;884.52;846.18;872.98;11544783579
2011-09-27;927.27;891.98;927.27;12408363048
2011-09-28;927.71;901.64;904.35;10985098089
2011-09-29;931.72;902.12;930.36;11556820667
2011-09-30;928.95;903.29;910.17;12800769148
2011-10-03;909.24;885.45;902.72;10844730163
2011-10-04;890.28;855.74;867.02;15097633568
2011-10-05;899.76;869.98;899.76;11685392486
2011-10-06;920.5;897.4;920.5;13018955237
2011-10-07;933.58;912.72;918.28;10645267711
2011-10-10;948.29;921.05;948.29;10369115966
2011-10-11;952.21;937.35;946.78;8180986228
2011-10-12;960.7;933.51;957.74;14604513445
2011-10-13;965.45;933.35;936.22;10504346352
2011-10-14;959.67;936.8;956.39;9483824721
2011-10-17;969.6;933.33;939.4;10604113704
2011-10-18;949.45;926.59;945.53;9633093553
2011-10-19;952.71;939.24;942.22;12197240844
2011-10-20;951.3;927.38;934.05;12862119953
2011-10-21;965.74;934.91;965.2;12597596611
2011-10-24;978.61;964.41;978.08;10464073086
2011-10-25;985.87;965.24;975.67;12294576858
2011-10-26;996.67;972.66;983.08;10584731721
2011-10-27;1029.66;1003.37;1029.34;16835469156
2011-10-28;1037.43;1019.91;1025.72;12585740201
2011-10-31;1021.08;990.44;990.44;11722281443
2011-11-01;969.35;940.95;945.86;15149408005
2011-11-02;965.72;942.25;964.9;12468021216
2011-11-03;989.62;947.39;979.78;12023384151
2011-11-04;993.47;979.25;987.16;5515468681
2011-11-07;984.74;960.98;968.39;10114590516
2011-11-08;982.94;967.77;970.45;9079834255
2011-11-09;979.96;936.86;946.72;11987342339
2011-11-10;957.03;925.21;945.9;9970527940
2011-11-11;978.8;942.63;976.51;8681186739
2011-11-14;985.48;959.47;962.91;8385306906
2011-11-15;965.49;946.84;959.34;9707093894
2011-11-16;970.24;951.82;961.17;9974533516
2011-11-17;959.86;938.79;947.46;9632259157
2011-11-18;949.31;935.96;941.25;9850819654
2011-11-21;934.94;905.99;907.4;9552924914
2011-11-22;917.46;899.09;905.76;8971600899
2011-11-23;913.96;886.99;888.81;9746443170
2011-11-24;905.05;875.81;886.51;8998721339
2011-11-25;895.59;872.93;889.22;8402694276
2011-11-28;927.47;899.36;927.16;9401960341
2011-11-29;933;916.01;931.44;9743377941
2011-11-30;981.74;917.39;979.36;23983253523
2011-12-01;981.36;964.19;967.31;11247387058
2011-12-02;980.56;971.32;974.48;9396116594
2011-12-05;992.03;976.04;988.71;8360662183
2011-12-06;987.19;971.8;977.46;9265805834
2011-12-07;989.59;964.82;978.82;11303611653
2011-12-08;986.12;956.38;956.57;12424984338
2011-12-09;972.72;946.68;963.25;11185241010
2011-12-12;961.35;941.66;941.85;8465124060
2011-12-13;968.76;937.62;956.12;10881238706
2011-12-14;959.82;936.66;939.3;11303850706
2011-12-15;951.5;932.11;946.68;10154005995
2011-12-16;950;935.26;937.69;10169342637
2011-12-19;949.44;930.06;934.27;7465731428
2011-12-20;960.55;927.47;959.67;9866965966
2011-12-21;973.85;953.5;959.6;9709478647
2011-12-22;970.9;960.24;970.9;7807660704
2011-12-23;982.08;972.49;982.08;4595851543
2011-12-27;985.89;975.58;976.9;3305130431
2011-12-28;981.37;966.94;969.36;5973043282
2011-12-29;977.52;967.31;977.52;4711683877
2011-12-30;988.16;975.85;987.85;6320943918
2012-01-02;1005.33;980.95;999.43;4666257101
2012-01-03;1018.8;1000.7;1018.8;9837810319
2012-01-04;1015.85;1002.3;1006.31;10985097931
2012-01-05;1005.32;998.28;1002.18;6211018991
2012-01-09;1001.3;994.18;996.89;9921678537
2012-01-10;1013.88;1002.16;1012.68;10408042009
2012-01-11;1015.42;1005.67;1009.61;9101538959
2012-01-12;1025.23;1010.66;1015.5;11551458163
2012-01-13;1023.5;1000.56;1009;11442921513
2012-01-16;1014.27;1000.06;1013.51;7484543683
2012-01-17;1026.27;1016.16;1025.06;11536809268
2012-01-18;1029.65;1013.88;1028.62;10464305318
2012-01-19;1041.54;1029.25;1037.82;12567413963
2012-01-20;1040.15;1030.44;1033.3;10057655572
2012-01-23;1042.61;1029.48;1042.37;9139250642
2012-01-24;1040.22;1023.97;1034.04;11398385775
2012-01-25;1031.27;1018.78;1026;12971453077
2012-01-26;1050.88;1028.11;1046.01;16464662994
2012-01-27;1051.41;1038.04;1041.4;10056108006
2012-01-30;1036.56;1021.77;1028.36;8302372374
2012-01-31;1044.54;1033.47;1036.34;13066794422
2012-02-01;1067.31;1034.71;1065.29;15210995501
2012-02-02;1070.86;1058.6;1066.12;12637637759
2012-02-03;1083.15;1062.88;1078.66;12172460824
2012-02-06;1077.38;1064.86;1074.11;9018593078
2012-02-07;1077.34;1062.73;1074.37;11594802265
2012-02-08;1084.59;1071.96;1074.61;10661782938
2012-02-09;1082.97;1071.74;1077.12;10905181942
2012-02-10;1075.59;1058.5;1065.37;11062987354
2012-02-13;1080.77;1070.39;1074.31;7433737127
2012-02-14;1080.28;1067.14;1069.64;9580324786
2012-02-15;1085.55;1074.32;1082.7;9768183827
2012-02-16;1088.77;1071.19;1088.18;10125371572
2012-02-17;1101.56;1092.19;1099.55;11194017176
2012-02-20;1112.8;1100.31;1111.96;9257973279
2012-02-21;1113.45;1104.56;1106.42;9890626697
2012-02-22;1108.19;1087.51;1096.06;13263354579
2012-02-23;1100.19;1085.33;1096.17;13058517229
2012-02-24;1102.14;1091.43;1100.01;10240579525
2012-02-27;1097.49;1082.25;1093.57;9017933424
2012-02-28;1102.46;1092.92;1102.17;9241954967
2012-02-29;1109.78;1099.23;1101.76;11325047802
2012-03-01;1108.88;1092.72;1104.58;9632276829
2012-03-02;1106.75;1096.91;1105.11;8167410467
2012-03-05;1101.57;1091.59;1097.42;8032120111
2012-03-06;1091.68;1055.48;1057.57;13892499586
2012-03-07;1068.97;1054.93;1062.64;10252176919
2012-03-08;1091.31;1071.62;1091.31;13556958562
2012-03-09;1095.19;1083.9;1089.8;10254401303
2012-03-12;1094.44;1084.38;1092.31;7429898507
2012-03-13;1106.24;1098.63;1106.12;8985762988
2012-03-14;1117.81;1109.57;1115.66;10181541929
2012-03-15;1121.1;1112.32;1121.1;10868589679
2012-03-16;1127.54;1117.1;1123.35;12375990341
2012-03-19;1122.44;1114.93;1121.39;9323652301
2012-03-20;1116.07;1100.73;1104.62;11172497266
2012-03-21;1110.75;1085.44;1088.76;12709478760
2012-03-22;1096.29;1070.64;1077.34;12067163619
2012-03-23;1084.57;1068.27;1084.29;9295895828
2012-03-26;1102.88;1079.94;1102.88;9875000537
2012-03-27;1110.01;1093.34;1095.42;9754834139
2012-03-28;1096.84;1081.27;1083.92;10474171485
2012-03-29;1081.22;1054.46;1058.32;13657733890
2012-03-30;1074.88;1062.67;1074.48;11404139809
2012-04-02;1086.47;1064.04;1086.47;9963581978
2012-04-03;1088.84;1079.56;1080.56;9544690983
2012-04-04;1070.78;1036.82;1041.61;13264014517
2012-04-05;1051.54;1030.94;1036.4;5217445192
2012-04-10;1031.95;1013.62;1013.62;10361854094
2012-04-11;1032.38;1014.29;1026.8;11944731894
2012-04-12;1050.91;1024.89;1049.86;11548433948
2012-04-13;1048;1025.41;1027.72;9578470480
2012-04-16;1044.22;1021.76;1036.41;8868921257
2012-04-17;1060.25;1032.67;1055.24;11070442793
2012-04-18;1053.78;1033.62;1036.15;11228481069
2012-04-19;1052.42;1039.64;1041.64;13814377131
2012-04-20;1055.97;1037.26;1055.73;10554812967
2012-04-23;1048.09;1004.57;1007.32;14948940091
2012-04-24;1030.86;1015.17;1026.62;13557958852
2012-04-25;1044.87;1034.57;1041.67;15650600405
2012-04-26;1050.27;1029.4;1035.01;12586619968
2012-04-27;1057.99;1033.52;1056.67;13656821819
2012-04-30;1060.78;1053.23;1059.62;6024086444
2012-05-02;1071.42;1044.87;1051.48;12098535246
2012-05-03;1063.27;1049.07;1059.9;10313351504
2012-05-04;1050.66;1026.03;1031.95;11034112880
2012-05-07;1032.33;1011.95;1030.71;6539823674
2012-05-08;1030.45;1015.47;1018.54;10389788542
2012-05-09;1029.48;1006.28;1018.53;9999957126
2012-05-10;1030.72;1015.76;1026.5;9300542542
2012-05-11;1033.13;1018.16;1032.41;7666615659
2012-05-14;1026.07;994.75;1004.87;9713768972
2012-05-15;1015.51;996.36;999.22;9548724255
2012-05-16;995.23;983.25;986.94;6011541375
2012-05-18;971.14;955.14;955.98;12142769404
2012-05-21;977.5;955.01;975.97;8155560491
2012-05-22;1004.17;984.22;1000.53;10035922900
2012-05-23;992.71;973.75;974.56;9668439562
2012-05-24;988.13;971.42;986.62;6920378213
2012-05-25;995.52;976.26;985.03;7318370035
2012-05-28;1000.68;976.88;985.12;5616707047
2012-05-29;1006.91;988.75;1001.83;8486929523
2012-05-30;1000.02;982.63;986.61;9136520883
2012-05-31;991.49;969.16;975.98;12727883360
2012-06-01;980.53;946.37;956.7;11978182188
2012-06-04;956.76;941.11;946.12;6062381609
2012-06-05;957.62;948.69;951.91;5621513006
2012-06-07;990.57;970.49;981.95;12385714076
2012-06-08;978.97;962.9;975.76;10392566651
2012-06-11;1002.07;981.9;982.29;9084551191
2012-06-12;988.07;976.13;987.16;8005686468
2012-06-13;997.06;971.43;976.01;12829308321
2012-06-14;976.03;958.27;971.66;9459211603
2012-06-15;980.37;973.77;977.53;9544508900
2012-06-18;992.44;971.76;981.05;8040798538
2012-06-19;1000.9;980.89;1000.19;8243786301
2012-06-20;1016.12;996.68;1014.99;9886364733
2012-06-21;1015.64;1005.18;1009.84;8824736345
2012-06-25;999.5;984.32;985.34;8615729968
2012-06-26;989.9;976.39;981.64;6864190641
2012-06-27;993.15;981.19;991.97;6250915814
2012-06-28;996.01;971.9;979.53;7541067143
2012-06-29;1019.06;998.25;1019.06;10948699890
2012-07-02;1030.62;1019.08;1024.86;8447503202
2012-07-03;1040.16;1026.62;1040.16;9140395666
2012-07-04;1042.32;1030.36;1038.42;4519102843
2012-07-05;1048.38;1028.02;1035.87;8622287014
2012-07-06;1035.52;1023.87;1023.87;5922724150
2012-07-09;1025.94;1018.54;1020.44;5807522802
2012-07-10;1032.76;1016.74;1028.09;6170513839
2012-07-11;1029.87;1019.01;1026.12;6793970801
2012-07-12;1021.78;1009.32;1013.72;6468512261
2012-07-13;1033.82;1016.78;1030.94;6029863067
2012-07-16;1037.8;1029.4;1037.8;7037263100
2012-07-17;1041.2;1022.21;1024.44;10502585668
2012-07-18;1034.09;1017;1032.82;10439951226
2012-07-19;1051.46;1036.52;1050.71;10133160424
2012-07-20;1052.76;1037.9;1041.56;10293485900
2012-07-23;1033.53;1011.67;1021.81;7729226533
2012-07-24;1026.36;1015.47;1021.77;6338431907
2012-07-25;1034.41;1014.83;1029.3;7120302750
2012-07-26;1053.52;1021.09;1048.37;9368478006
2012-07-27;1061.97;1042.21;1059.75;7968407004
2012-07-30;1067.89;1056.87;1066.13;6183916521
2012-07-31;1071.41;1061.61;1068.16;6959816936
2012-08-01;1068.99;1060.99;1065.91;6262182357
2012-08-02;1079.85;1053.49;1058.1;8781055350
2012-08-03;1081.26;1059.72;1081.07;6807264506
2012-08-06;1082.85;1074.24;1076.44;7322891420
2012-08-07;1077.96;1063.29;1075.7;6822113353
2012-08-08;1079.95;1069.65;1079.95;5831606251
2012-08-09;1085.28;1075.99;1083.67;6033727078
