Date;High price;Low price;Closing price;Turnover
2006-03-20;1045.89;1034.06;1041.37;26321888222
2006-03-21;1046.24;1037.78;1045.12;23197740521
2006-03-22;1048.89;1038.56;1047.12;22515200461
2006-03-23;1055.88;1047.12;1054.54;18525511948
2006-03-24;1063.82;1053.9;1063.74;15146579509
2006-03-27;1063.74;1056.87;1056.92;15748328512
2006-03-28;1060.74;1051.58;1052.67;14098076136
2006-03-29;1060.37;1045.25;1059.93;20304711950
2006-03-30;1069.6;1059.93;1069.34;25852737524
2006-03-31;1069.34;1059.14;1059.94;18866213061
2006-04-03;1076.51;1059.94;1076.5;19669550011
2006-04-04;1076.5;1066.14;1066.14;18797172838
2006-04-05;1071.43;1065.37;1071.43;19333177617
2006-04-06;1073.4;1059.83;1060.67;22428765263
2006-04-07;1065.01;1055.18;1055.71;17337893019
2006-04-10;1059.6;1052.58;1059.14;11630999103
2006-04-11;1059.14;1045.32;1046.21;16653807246
2006-04-12;1050.79;1037.62;1049.55;17603627855
2006-04-13;1054.95;1049.55;1052.03;10447709710
2006-04-18;1052.03;1044.84;1049.68;15324136151
2006-04-19;1062.77;1049.68;1061.41;24267812741
2006-04-20;1067.22;1058.6;1064.9;23574572064
2006-04-21;1068.04;1060.29;1062.79;42179794870
2006-04-24;1065.24;1049.18;1054.49;29210724802
2006-04-25;1067.8;1051.09;1052.99;36244917171
2006-04-26;1056.93;1045.22;1054.06;23628279932
2006-04-27;1054.96;1038.49;1050.03;26642862853
2006-04-28;1050.03;1034.03;1036.87;18081471154
2006-05-02;1045.92;1033.55;1045.92;17074206283
2006-05-03;1053.48;1037.04;1041.1;25822034646
2006-05-04;1046.81;1033.85;1045.66;20479426488
2006-05-05;1056.77;1045.66;1055.45;18284365188
2006-05-08;1062.81;1053.48;1053.76;14128548972
2006-05-09;1056.87;1049.51;1054.12;16138518320
2006-05-10;1056.58;1046.03;1047.24;15466770133
2006-05-11;1052.89;1042.76;1043.4;18127548010
2006-05-12;1043.4;1013.69;1013.69;22648820429
2006-05-15;1013.69;992.9;997.35;25259366964
2006-05-16;1009.43;989.43;1001.63;27590301621
2006-05-17;1006.45;958.19;958.19;23727779661
2006-05-18;970.2;944.79;950.08;27803126488
2006-05-19;960.1;946.99;951.59;20360260383
2006-05-22;951.59;904.94;906.25;33003551833
2006-05-23;959.71;906.25;956.05;31382668913
2006-05-24;958.34;933.22;933.27;17784542054
2006-05-26;972.79;933.27;972.79;19648660757
2006-05-29;979.17;967;971.17;7560846684
2006-05-30;971.72;937.47;937.47;15352537384
2006-05-31;951.96;916.17;948.05;21881905432
2006-06-01;962.72;936.93;962.29;16073977297
2006-06-02;980.16;954.69;954.69;16825105096
2006-06-05;955.08;944.63;951.29;7985797632
2006-06-07;951.29;926.91;932.79;19015426528
2006-06-08;932.79;892.33;892.33;24675844033
2006-06-09;917.55;892.33;917.5;13932567301
2006-06-12;918.61;901.1;902.16;11635131878
2006-06-13;902.16;870.14;878.16;21815708112
2006-06-14;899.79;878.16;899.72;21352822271
2006-06-15;899.72;899.72;899.72;20507071668
2006-06-16;899.72;899.72;899.72;16991950978
2006-06-19;930.31;908.82;920.86;13891834827
2006-06-20;921.38;908.74;919.12;15573368710
2006-06-21;926.67;915.75;925.23;17486037866
2006-06-22;941.86;925.13;928.72;11904513263
2006-06-26;934.8;926.56;928.56;8661141261
2006-06-27;935.78;915.98;915.98;9026000218
2006-06-28;925.98;908.12;917.17;13168467034
2006-06-29;942.66;917.17;942.52;13186733425
2006-06-30;960.83;942.52;956.49;14733486866
2006-07-03;963.06;953.62;961.24;10667990188
2006-07-04;966.79;958.72;965.42;8969781464
2006-07-05;965.42;950.72;952.44;8303388202
2006-07-06;960.77;951.86;960.57;9036101780
2006-07-07;960.57;947.47;949.62;7610812223
2006-07-10;954.1;942.46;954.1;7159568539
2006-07-11;954.1;937.82;939.37;11866125753
2006-07-12;946.57;936.36;937.87;11623948675
2006-07-13;937.87;916.19;921.49;12938429531
2006-07-14;921.49;904.08;906.05;13128585614
2006-07-17;907.89;894.07;899.35;15518173794
2006-07-18;906.72;890.68;893.57;14117790352
2006-07-19;929.54;893.57;929.54;16119175115
2006-07-20;935.46;925.55;928.55;17084296503
2006-07-21;928.55;913.22;914.6;20216671681
2006-07-24;931.96;914.6;931.96;11586863445
2006-07-25;937.36;928.31;928.69;17296768451
2006-07-26;944.93;928.69;944.62;12853480120
2006-07-27;953.11;944.62;951.98;14038606021
2006-07-28;955.63;945.13;955.05;9650720756
2006-07-31;961.23;946.26;946.26;10047603102
2006-08-01;946.43;931.33;932.04;11227545647
2006-08-02;942.22;932.04;942.21;10606884388
2006-08-03;943.14;933.16;938.38;12586474291
2006-08-04;948.78;938.38;944.97;11216710142
2006-08-07;944.97;930.58;932.1;7955199060
2006-08-08;938.72;928.94;932.75;8891589507
2006-08-09;942.13;921.82;941.06;15622099600
2006-08-10;941.06;923.26;932.94;17096563297
2006-08-11;941.24;930.8;937.13;11784952996
2006-08-14;946.93;937.13;945.37;9952147273
2006-08-15;959.76;940.86;959.33;16258854841
2006-08-16;969.35;957.21;967.99;16050832350
2006-08-17;979.87;967.99;979.85;19413212884
2006-08-18;983.03;975.91;978.15;13453815722
2006-08-21;981.85;973.03;977.69;13276887457
2006-08-22;984.57;975.16;982.92;14784607403
2006-08-23;982.92;972.15;972.19;13256009378
2006-08-24;978.76;965.37;971.78;16805035168
2006-08-25;979.67;971.78;972.59;10737004376
2006-08-28;979.56;968.68;978.3;6291038210
2006-08-29;991.6;978.3;985.46;13231095090
2006-08-30;996.63;985.46;993.9;18555342350
2006-08-31;998.42;990.04;994.16;18998375696
2006-09-01;1001.08;993.9;997.57;16765081455
2006-09-04;1013.01;997.57;1011.58;12566627780
2006-09-05;1014.82;1005.78;1008.25;15521712433
2006-09-06;1008.98;999.25;1001.94;18454197803
2006-09-07;1001.94;986.52;989.53;16581280614
2006-09-08;999.2;989.53;999.08;12505632961
2006-09-11;999.08;989.63;993.11;12568607252
2006-09-12;1012.68;993.11;1011.69;19478711263
2006-09-13;1023.55;1011.69;1022.14;21926038043
2006-09-14;1033.32;1022.14;1027.87;22023632011
2006-09-15;1031.42;1022.88;1025.47;17625053168
2006-09-18;1036.68;1025.47;1032.11;16062224460
2006-09-19;1034.63;1024.92;1026.69;19053380277
2006-09-20;1041.96;1026.66;1039.97;15166484038
2006-09-21;1045.23;1037.92;1041.08;15279475095
2006-09-22;1041.08;1026.48;1028.69;15295670338
2006-09-25;1033.68;1013.59;1017.35;15724404808
2006-09-26;1027.64;1017.35;1025.2;16783525074
2006-09-27;1041.26;1025.2;1040.65;19727450357
2006-09-28;1044.29;1035.98;1038.7;15236969020
2006-09-29;1046.27;1038.7;1041.41;15023882055
2006-10-02;1047.23;1039.19;1043.36;11350075966
2006-10-03;1043.36;1028.15;1034.15;14786188298
2006-10-04;1047.65;1034.15;1046.87;19037467130
2006-10-05;1060.62;1046.87;1060.34;20713846574
2006-10-06;1063.72;1054.24;1059.82;17722544065
2006-10-09;1067.48;1058.59;1066.93;15728101460
2006-10-10;1071.34;1065.46;1071.3;17665565873
2006-10-11;1082.67;1065.26;1080.17;22733958859
2006-10-12;1097.4;1080.17;1097.27;24553195422
2006-10-13;1098.54;1090.57;1092.12;20531315003
2006-10-16;1095.95;1087.89;1093.3;15754587397
2006-10-17;1093.3;1077.5;1077.5;21387445554
2006-10-18;1091.9;1077.2;1091.28;21704294387
2006-10-19;1095.13;1087.92;1089.89;23302825236
2006-10-20;1098.31;1089.89;1094.22;20942924684
2006-10-23;1101.62;1090.05;1099.16;16405776492
2006-10-24;1101.94;1093.89;1097.79;30609149679
2006-10-25;1107.78;1097.48;1099.81;21724526155
2006-10-26;1106.73;1093.79;1094.62;24369693550
2006-10-27;1099.11;1082.3;1088.3;21301708642
2006-10-30;1088.3;1077.31;1082.87;15878835782
2006-10-31;1088.89;1082.87;1085.56;21171961481
2006-11-01;1096.66;1085.26;1094.91;21418908693
2006-11-02;1094.91;1075.34;1084.96;22097519115
2006-11-03;1087.25;1081.62;1084.86;5900403506
2006-11-06;1102.86;1084.86;1102.86;15047722699
2006-11-07;1110.19;1102.86;1108.71;17208316223
2006-11-08;1109;1101.89;1107.58;17785715775
2006-11-09;1116.59;1106.35;1107.17;23864483734
2006-11-10;1107.17;1095.53;1099.37;18587331390
2006-11-13;1106.9;1097.25;1106.59;14491836060
2006-11-14;1113.11;1101.87;1103.27;16028455320
2006-11-15;1118.05;1103.27;1117.95;19216958456
2006-11-16;1121.71;1112.24;1112.24;18894905601
2006-11-17;1113.69;1097.23;1098.82;18348657649
2006-11-20;1108.05;1090.61;1106.54;22264909414
2006-11-21;1111.16;1101.61;1109.55;20189122077
2006-11-22;1119.31;1105.53;1107.53;16900094600
2006-11-23;1111.15;1103.96;1108.65;10223722783
2006-11-24;1108.65;1088.4;1089.75;14835913823
2006-11-27;1089.81;1057.89;1058.07;18459927816
2006-11-28;1066.3;1043.79;1061.87;23322744537
2006-11-29;1085.3;1061.87;1085.14;19338477161
2006-11-30;1088.23;1068.06;1068.07;18689671013
2006-12-01;1078.76;1055.66;1059.84;20368539832
2006-12-04;1075.04;1058.16;1074.67;16048091238
2006-12-05;1089.62;1074.67;1089.62;22729368323
2006-12-06;1092.31;1084.66;1086.48;17200556800
2006-12-07;1097.34;1083.71;1096.19;18060020109
2006-12-08;1097.11;1087.29;1095.93;13776589830
2006-12-11;1111.59;1095.93;1111.59;14664083688
2006-12-12;1130.03;1109.85;1130.03;24683374948
2006-12-13;1132.16;1121.55;1128.69;23319278040
2006-12-14;1132.88;1119.83;1128.93;18054820478
2006-12-15;1139.21;1127.2;1139.05;19063901064
2006-12-18;1144.31;1137.54;1138.82;17284139434
2006-12-19;1138.82;1123.77;1126.55;22024804480
2006-12-20;1140.76;1126.55;1136.45;19605278169
2006-12-21;1139.17;1133.02;1138.45;12330614202
2006-12-22;1144.94;1138.01;1141.49;11086492268
2006-12-27;1151.01;1141.49;1150.25;6776706972
2006-12-28;1150.67;1145.42;1150.07;6592112446
2006-12-29;1153.14;1146.95;1147.27;7316034496
2007-01-02;1164.23;1147.27;1164.12;11620098126
2007-01-03;1164.12;1151.02;1158.38;16543977598
2007-01-04;1158.38;1141.38;1149.58;20112508729
2007-01-05;1149.58;1138.51;1147.22;8483252666
2007-01-08;1151.05;1140.29;1144.48;16884337266
2007-01-09;1153.52;1142.97;1143.09;16233329576
2007-01-10;1143.09;1128.9;1133.05;20070548131
2007-01-11;1161.04;1133.05;1160.04;21959644309
2007-01-12;1164.92;1155.08;1159.46;16690181912
2007-01-15;1176.64;1159.46;1173.87;13443702595
2007-01-16;1178.24;1168.69;1170.63;20764627138
2007-01-17;1180.62;1170.56;1175.9;23191052199
2007-01-18;1181.47;1167.91;1173.59;21464488017
2007-01-19;1182.19;1170.36;1180.57;21549326590
2007-01-22;1190.76;1180.21;1181.35;19383269479
2007-01-23;1183.13;1171.93;1175.13;27857112250
2007-01-24;1181.51;1174.84;1177.89;19366929870
2007-01-25;1192.03;1177.89;1185.82;28581781650
2007-01-26;1185.82;1174.92;1177.35;17043434663
2007-01-29;1181.66;1173.7;1178.88;16446812088
2007-01-30;1190.96;1172.87;1190.26;31766079014
2007-01-31;1193.44;1184.08;1185.98;22236410090
2007-02-01;1201.29;1185.98;1191.71;34335223370
2007-02-02;1191.71;1183.45;1187.09;37043266783
2007-02-05;1196.34;1187.09;1192.64;19179184711
2007-02-06;1206;1192.64;1201.03;24774240920
2007-02-07;1206.81;1196.66;1206.02;23304974968
2007-02-08;1206.02;1186.52;1193.62;22962657906
2007-02-09;1201.34;1193.62;1201.15;17414011216
2007-02-12;1201.15;1184.71;1187.12;17858322079
2007-02-13;1193.91;1186.29;1190.1;19311980431
2007-02-14;1212.24;1190.1;1212.24;27784941092
2007-02-15;1222.3;1212.23;1220.37;24710272046
2007-02-16;1220.37;1211.88;1215.04;20460661594
2007-02-19;1226.29;1215.04;1221.45;18214114481
2007-02-20;1225.31;1206.72;1211.47;25182105066
2007-02-21;1218.35;1205.27;1207.26;21539385668
2007-02-22;1217.28;1207.26;1207.73;23742915226
2007-02-23;1219.27;1206.21;1218.32;21158055307
2007-02-26;1232.82;1218.32;1229.65;15201376567
2007-02-27;1229.65;1171.83;1183.07;33221044605
2007-02-28;1183.07;1152.6;1157.84;36593340803
2007-03-01;1175.63;1130.6;1155.47;37428759301
2007-03-02;1169.33;1143.7;1159.55;26161465733
2007-03-05;1159.55;1119.15;1147.93;26210673449
2007-03-06;1160.3;1145.92;1148.57;19859462491
2007-03-07;1167.25;1148.57;1164.44;20589317522
2007-03-08;1187.24;1164.44;1187.24;24332097011
2007-03-09;1197.15;1174.8;1188.88;21832641985
2007-03-12;1200.88;1185.35;1191.53;16396514922
2007-03-13;1193.45;1175.75;1175.75;21429780534
2007-03-14;1175.75;1136.83;1136.83;34023157842
2007-03-15;1166.73;1136.83;1166.73;22642292436
2007-03-16;1176.55;1158.81;1166.98;20555533901
2007-03-19;1190.03;1166.98;1188.73;21688560500
2007-03-20;1196.26;1180.2;1196.26;25029804883
2007-03-21;1209.37;1195.92;1204.67;19473192494
2007-03-22;1227.9;1204.67;1223.57;24884254682
2007-03-23;1226.65;1217.89;1221.85;18634779425
2007-03-26;1221.88;1204.88;1206.26;15848553782
2007-03-27;1219.48;1206.26;1214.63;21200028228
2007-03-28;1214.63;1196.78;1201.14;21394055209
2007-03-29;1215.07;1201.14;1214.28;20470242022
2007-03-30;1220.05;1210.77;1214.41;24237621514
2007-04-02;1225.98;1206.58;1225.98;18383475463
2007-04-03;1246.97;1225.98;1245.57;21662935176
2007-04-04;1250.5;1236.97;1241.43;20375652643
2007-04-05;1243.98;1237.04;1242.18;7928729972
2007-04-10;1258.08;1241.88;1255.73;21078670497
2007-04-11;1263.52;1246.71;1249.19;26393953128
2007-04-12;1254.84;1236.67;1253.21;22145869712
2007-04-13;1263.53;1253.18;1263.53;17450935538
2007-04-16;1277.75;1263.53;1277.64;20726319608
2007-04-17;1280.77;1267.9;1278.27;22900839284
2007-04-18;1278.27;1262.53;1271.75;25318717347
2007-04-19;1271.75;1252.32;1267.38;25623230018
2007-04-20;1286.94;1265.57;1282.18;32384243141
2007-04-23;1285.63;1274.1;1278.43;28039457963
2007-04-24;1278.43;1256.69;1260.99;31306114306
2007-04-25;1269;1257.26;1264.73;28745291204
2007-04-26;1280.09;1262.62;1274.8;38357816697
2007-04-27;1274.8;1257.84;1264.61;28341201407
2007-04-30;1276.67;1262.49;1273.83;11899395162
2007-05-02;1274.26;1261.16;1267.79;28186828292
2007-05-03;1268.09;1249.72;1256.75;56029963134
2007-05-04;1266.05;1250.66;1264.19;25660404444
2007-05-07;1272.8;1263.7;1272.62;11922508780
2007-05-08;1272.92;1238.6;1240.59;23393440383
2007-05-09;1249.74;1227.77;1239.7;26649884568
2007-05-10;1243.19;1221.69;1221.69;24338907035
2007-05-11;1244.31;1208.34;1240.39;29069195134
2007-05-14;1254.96;1240.39;1254.45;26022547801
2007-05-15;1261.25;1246.92;1257.6;21880673833
2007-05-16;1261.55;1253.59;1259.27;12019165974
2007-05-18;1271.84;1259.27;1269.46;19863560488
2007-05-21;1278.42;1262.69;1263.3;21662576692
2007-05-22;1270.9;1253.05;1255.49;24353035738
2007-05-23;1279.17;1255.18;1279.17;18138459790
2007-05-24;1284.26;1267.43;1273.09;19300612298
2007-05-25;1274.8;1266.93;1269.04;17861502859
2007-05-28;1276.82;1269.04;1275.09;5601897397
2007-05-29;1280.49;1268.98;1271.01;15024065687
2007-05-30;1271.01;1254.81;1261.27;20854212189
2007-05-31;1281.01;1261.27;1276.32;20844276116
2007-06-01;1276.32;1276.32;1276.32;18504095021
2007-06-04;1295.87;1281.09;1284.82;16179564282
2007-06-05;1291.31;1277.17;1281.04;19034691567
2007-06-07;1281.04;1227.97;1232.8;33325338203
2007-06-08;1243.19;1211.7;1238.91;30153737838
2007-06-11;1254.07;1238.91;1249.7;17766174224
2007-06-12;1259.02;1230.76;1237.4;23132426965
2007-06-13;1247.39;1226.93;1244.43;19500738046
2007-06-14;1269.26;1244.43;1267.73;23637751330
2007-06-15;1279.79;1267.49;1276.03;21467592041
2007-06-18;1288.09;1276.03;1288.09;24123585748
2007-06-19;1290.56;1275.03;1276.61;18776948983
2007-06-20;1286.08;1273.98;1278.52;23960296238
2007-06-21;1278.52;1251.07;1252.88;20795644609
2007-06-25;1252.88;1234.71;1250.16;17747606011
2007-06-26;1250.16;1234.92;1244.47;18169068988
2007-06-27;1246.01;1229.76;1241.22;18830636556
2007-06-28;1258.38;1241.22;1257.94;17447786359
2007-06-29;1261.46;1247.55;1254.86;18711662755
2007-07-02;1256.49;1243.44;1254.49;15419731846
2007-07-03;1275.09;1254.49;1274.49;19062743253
2007-07-04;1282.36;1273.39;1279.49;12660819159
2007-07-05;1283.45;1271.52;1274.07;16874531780
2007-07-06;1279.57;1271.69;1278.38;11624777763
2007-07-09;1293.26;1278.38;1293.25;15408362928
2007-07-10;1302.16;1279.54;1284.98;19694217187
2007-07-11;1284.98;1271.37;1284.58;18282037702
2007-07-12;1309.44;1282.77;1307.3;17104554901
2007-07-13;1321.56;1304.58;1308.76;16490238094
2007-07-16;1316.33;1306.87;1311.87;15587806191
2007-07-17;1312.7;1298.93;1300.28;17923412647
2007-07-18;1303.24;1289.26;1291.75;20826829629
2007-07-19;1308.39;1291.75;1302.96;23073787334
2007-07-20;1303.42;1283.17;1283.17;25995613955
2007-07-23;1293.47;1280.38;1293.17;15481115720
2007-07-24;1296.88;1274.9;1274.9;22408800737
2007-07-25;1274.9;1255.25;1255.25;21641932649
2007-07-26;1268.07;1211.1;1212.34;29769614517
2007-07-27;1229.71;1200.64;1215.46;25764853583
2007-07-30;1231.97;1213.75;1228.39;19004557108
2007-07-31;1245.39;1228.39;1243.87;20048556104
2007-08-01;1243.87;1207.04;1221.08;20425285372
2007-08-02;1242.94;1221.08;1235.86;17431810725
2007-08-03;1241.86;1217.48;1220.76;17364850392
2007-08-06;1220.76;1198.86;1203.84;16290272393
2007-08-07;1225.13;1203.84;1216.57;16902760503
2007-08-08;1243.49;1216.57;1243.49;19639487784
2007-08-09;1243.61;1198.43;1209.93;30640595360
2007-08-10;1209.93;1163.35;1170.08;31842475155
2007-08-13;1206.05;1170.08;1205.45;18990229964
2007-08-14;1211.32;1191.51;1193.77;17299693146
2007-08-15;1193.77;1169.68;1183.45;21192445197
2007-08-16;1183.45;1138.17;1145.43;33602519066
2007-08-17;1178.78;1127.79;1163.21;37618678690
2007-08-20;1187.1;1163.21;1176.22;18666029673
2007-08-21;1182.46;1157.14;1170.25;20793577102
2007-08-22;1191.99;1170.25;1191.99;17153146611
2007-08-23;1206.1;1191.99;1197.82;18729197186
2007-08-24;1213.51;1189.36;1209.81;16940884738
2007-08-27;1217;1200.09;1200.75;10680488373
2007-08-28;1201.57;1170.59;1170.89;17961338595
2007-08-29;1188.03;1156.65;1187.27;21684451419
2007-08-30;1202.43;1179.68;1201.1;21746324779
2007-08-31;1214.59;1198.49;1213.24;19911583126
2007-09-03;1222.48;1213.24;1222.31;11911337689
2007-09-04;1226.6;1210.5;1226.08;17333115880
2007-09-05;1228.06;1197.64;1197.64;20806155306
2007-09-06;1207.51;1185.15;1190.67;20074237762
2007-09-07;1193.06;1155.06;1159.95;25010651862
2007-09-10;1168.64;1143.72;1147.2;20870061193
2007-09-11;1173.82;1147.2;1172.42;20117485054
2007-09-12;1180.6;1163.03;1180.6;21167216410
2007-09-13;1198.64;1170.84;1196.63;20750463494
2007-09-14;1196.63;1173.46;1179.76;19643078630
2007-09-17;1179.76;1155.25;1160.75;15221783210
2007-09-18;1180.51;1155.29;1178.97;22209747755
2007-09-19;1221.95;1178.97;1221.77;29478088870
2007-09-20;1221.77;1200.27;1208.32;22463287731
2007-09-21;1215.61;1203.42;1212.54;18072573913
2007-09-24;1212.54;1198.5;1198.5;19612395486
2007-09-25;1198.5;1177.81;1184.49;20576550963
2007-09-26;1198.98;1184.49;1196.66;16946896928
2007-09-27;1223.81;1196.66;1217.24;25512881787
2007-09-28;1221.54;1211.86;1221.54;22758448763
2007-10-01;1230.46;1211.13;1229.3;16647659507
2007-10-02;1245.24;1229.3;1235.87;22525045930
2007-10-03;1245.01;1233.14;1241.77;21104509788
2007-10-04;1245.6;1230.68;1243.64;17255157004
2007-10-05;1260.36;1239.99;1257.7;21356272699
2007-10-08;1261.8;1248.51;1251.79;15051576972
2007-10-09;1258.64;1245.67;1258.59;18099521472
2007-10-10;1263.52;1255.81;1260.4;18985525509
2007-10-11;1274.23;1258.88;1267.7;21330955051
2007-10-12;1267.7;1248.22;1260.3;16714668835
2007-10-15;1261.45;1247.4;1249.65;16014270455
2007-10-16;1249.65;1192.7;1203.95;66160577370
2007-10-17;1213.64;1198.76;1206.86;27399715316
2007-10-18;1209.7;1183.52;1187.36;26998471174
2007-10-19;1187.36;1167.93;1169.69;19618800216
2007-10-22;1169.69;1138.17;1145.87;23245934860
2007-10-23;1178.99;1145.87;1175.39;25101946707
2007-10-24;1181.74;1154.85;1158.83;30000022497
2007-10-25;1179.76;1158.83;1172.48;26881570573
2007-10-26;1180.66;1158.53;1173.31;27141214739
2007-10-29;1183.53;1172.72;1176.62;16301698892
2007-10-30;1176.62;1164.36;1170.35;20416200917
2007-10-31;1183.67;1162.98;1183.2;21657818365
2007-11-01;1187.14;1157.38;1168.49;23171575963
2007-11-02;1168.49;1148.74;1153.22;10741162507
2007-11-05;1158.69;1143.71;1157.55;17759660626
2007-11-06;1171.65;1157.55;1163.21;19025997267
2007-11-07;1171.14;1143.58;1150.38;20498353275
2007-11-08;1151.37;1128.87;1145.49;26404077699
2007-11-09;1152.63;1111.55;1115.09;23858214850
2007-11-12;1129.37;1103.75;1126;18186939424
2007-11-13;1126;1105.36;1120.29;26578992379
2007-11-14;1138.62;1107.93;1121.57;24070093769
2007-11-15;1125.06;1094.39;1102.59;22670182411
2007-11-16;1103;1087.61;1096.69;22791465033
2007-11-19;1106.51;1059.42;1065.74;24665929642
2007-11-20;1092.89;1051.71;1076.95;31069982606
2007-11-21;1076.95;1051.72;1059.08;30256106755
2007-11-22;1071.02;1050.87;1053.64;18201927034
2007-11-23;1063.7;1053.07;1055.93;14936745748
2007-11-26;1084.94;1055.93;1062.65;17238693805
2007-11-27;1068.72;1046.57;1058.63;18256194587
2007-11-28;1094.97;1051.69;1094.36;21161137700
2007-11-29;1104.98;1089.76;1099.11;19506311297
2007-11-30;1112.32;1098.21;1106.71;23319838782
2007-12-03;1111.7;1098.69;1102.19;14484845268
2007-12-04;1104.01;1077.08;1081.22;18659144007
2007-12-05;1103.55;1080.05;1101.87;18631429149
2007-12-06;1122.98;1095.27;1105.23;18974594102
2007-12-07;1120.55;1105.23;1119.7;13446950114
2007-12-10;1136.58;1114.11;1130.9;13495455604
2007-12-11;1136.19;1120.48;1131.58;16977312726
2007-12-12;1136.57;1111.71;1129.88;20133194246
2007-12-13;1129.88;1099.12;1102.12;16831531898
2007-12-14;1109.76;1087.43;1097.69;14527789745
2007-12-17;1097.69;1067.26;1067.85;13746046929
2007-12-18;1078.63;1059.82;1064.62;15503275302
2007-12-19;1072.08;1058.43;1064.47;17763613416
2007-12-20;1074.64;1059.82;1059.99;12050566882
2007-12-21;1080.58;1059.99;1078.93;13244756664
2007-12-27;1087.86;1073.14;1073.66;9233389736
2007-12-28;1082.89;1068.02;1081.44;12691665753
2008-01-02;1081.44;1056.54;1058.37;10527035831
2008-01-03;1061.97;1039.17;1050.61;15298851377
2008-01-04;1051.63;1013.17;1014.63;19638257384
2008-01-07;1024.03;1000.01;1011.49;19914375162
2008-01-08;1035.74;1009.58;1024.42;21019104128
2008-01-09;1024.42;998.82;1003.69;24828797349
2008-01-10;1014.69;982.55;989.7;22992209968
2008-01-11;995.55;980.8;987.94;23165032122
2008-01-14;1010.71;984.87;1008;18874304461
2008-01-15;1008.07;967.8;972.15;20832850620
2008-01-16;987.07;951.96;965.63;28197146503
2008-01-17;986.58;962.11;966.29;22661306648
2008-01-18;982.33;954.13;957.63;22031304754
2008-01-21;957.63;913.78;917.75;28634315177
2008-01-22;958.03;875.02;955.93;36597016438
2008-01-23;966.07;914.56;921.28;26996861849
2008-01-24;967.25;921.28;958.55;24732096319
2008-01-25;977.19;956.49;961.69;19949209311
2008-01-28;961.69;934.33;949.08;15373590773
2008-01-29;959.56;949.08;956.97;17439033674
2008-01-30;957.94;945.22;951.14;17715317580
2008-01-31;951.84;931.49;949.04;27136814626
2008-02-01;983.47;947.21;976.43;26874984138
2008-02-04;987.98;974.94;976.46;19536949844
2008-02-05;977.99;941.31;945.63;22663699137
2008-02-06;951.85;934.92;951.84;21353753336
2008-02-07;951.84;923.18;925.87;21358970590
2008-02-08;933.04;907.74;920.76;22685964611
2008-02-11;920.76;905;911.39;16232679828
2008-02-12;946.3;906.92;945.41;21925141085
2008-02-13;950.49;922.9;949.05;21284020564
2008-02-14;967.82;947.42;950.84;23128556769
2008-02-15;957.45;935.24;938.79;16959646461
2008-02-18;964.2;938.73;962.13;13056010153
2008-02-19;977.77;953.76;967.42;21298646571
2008-02-20;967.42;948.22;954.53;19261768132
2008-02-21;972.23;954.53;959.79;19137486707
2008-02-22;959.79;939.93;944.13;17882208332
2008-02-25;963.34;944.13;961.88;14428455451
2008-02-26;982.82;961.88;980.1;17778880521
2008-02-27;986.3;969.77;986.3;20768864560
2008-02-28;988.54;971.02;971.08;16557995023
2008-02-29;972.54;955.97;965.29;18586930475
2008-03-03;965.29;941;954.22;18389009946
2008-03-04;962.25;925.64;931.71;20194434534
2008-03-05;954.31;931.71;950.25;18960530057
2008-03-06;951.79;935.94;938.07;14632438133
2008-03-07;938.07;916.83;925.54;18477607540
2008-03-10;925.54;905.38;914.68;15492250644
2008-03-11;936.78;907.04;929.63;17998788650
2008-03-12;951.8;929.63;947.79;17438149319
2008-03-13;947.79;919.5;936.52;16366573519
2008-03-14;950.3;920.01;924.22;17863819057
2008-03-18;917.34;886.56;914.55;19093107633
2008-03-19;925.63;896.29;905.64;20898253944
2008-03-20;905.7;893.42;894.78;10985135251
2008-03-25;935.01;894.78;932.09;18455424276
2008-03-26;934.25;924.12;931.87;17348797440
2008-03-27;953.66;930.88;952.99;20796669691
2008-03-28;953.3;945.82;951.71;14431547060
2008-03-31;952.22;932.68;952.13;16770779447
2008-04-01;984.63;947.09;981.23;20359079310
2008-04-02;998.44;979.91;996.91;22728990994
2008-04-03;999.5;982.87;987.5;17270772398
2008-04-04;987.62;975.79;979.57;14748671195
2008-04-07;995.08;979.57;993.34;14951539481
2008-04-08;993.34;972.86;981.09;18031246444
2008-04-09;983.8;968.81;978.5;15796053416
2008-04-10;978.5;951.52;969.89;20092429591
2008-04-11;974.98;949.39;956.52;16589839098
2008-04-14;956.52;941.04;948.4;13589377234
2008-04-15;956.05;943.28;950.19;17340249696
2008-04-16;978.03;950.19;978.03;24771589743
2008-04-17;979.25;958.48;963.79;19419399176
2008-04-18;987.08;963.79;981.44;17932138018
2008-04-21;989.45;965.33;969.19;15244265933
2008-04-22;973.42;961.96;962.35;19186545361
2008-04-23;976.52;958.69;976.52;21188118486
2008-04-24;978.99;956.36;966.99;23180907444
2008-04-25;1003.34;966.99;998.83;32686721396
2008-04-28;1011.23;998.83;1005.31;15020033495
2008-04-29;1005.63;987.23;990.72;18926759318
2008-04-30;991.83;983.55;986.06;10827670855
2008-05-02;1012.58;984.46;1008.2;22125112931
2008-05-05;1010;999.08;1009.33;9727158582
2008-05-06;1012.4;995.32;1006.73;16890775016
2008-05-07;1023.97;1006.67;1020.05;17425935682
2008-05-08;1020.05;1009.81;1019.67;17026653659
